,transaction_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,full_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,country,property_valuation
16088,16247,1938,2017-03-14,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42295.0,Austin Toopin,U,47.0,,Automation Specialist IV,IT,Mass Customer,N,Yes,,4670.0,QLD,Australia,2.0
16131,16292,685,2017-06-12,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,Booth Birkin,U,28.0,,Senior Developer,IT,Mass Customer,N,No,,2463.0,NSW,Australia,4.0
16134,16295,2335,2017-01-04,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,Payton Sheach,U,42.0,,Account Executive,IT,Mass Customer,N,No,,2076.0,NSW,Australia,9.0
16218,16379,2165,2017-04-04,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,Marlie Teesdale,U,16.0,,Civil Engineer,Manufacturing,Affluent Customer,N,No,,3030.0,VIC,Australia,6.0
16245,16406,950,2017-11-22,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,35470.0,Bret Ivakhnov,U,24.0,,Recruiter,IT,High Net Worth,N,Yes,,4218.0,QLD,Australia,5.0
16253,16414,3086,2017-11-04,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,Pieter Gadesby,U,18.0,,Biostatistician I,IT,High Net Worth,N,No,,4116.0,QLD,Australia,7.0
16262,16423,1,2017-12-09,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,37838.0,Laraine Medendorp,F,93.0,1953-10-12,Executive Secretary,Health,Mass Customer,N,Yes,11.0,2016.0,NSW,Australia,10.0
16271,16432,2647,2017-01-05,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,Marcelia Blannin,U,1.0,,Physical Therapy Assistant,IT,High Net Worth,N,No,,2770.0,NSW,Australia,7.0
16288,16449,1683,2017-10-09,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35052.0,Brenn Bacon,U,72.0,,Budget/Accounting Analyst I,IT,Mass Customer,N,Yes,,2028.0,NSW,Australia,12.0
16312,16473,454,2017-06-10,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,41345.0,Eugenie Domenc,U,58.0,,Research Nurse,Health,Affluent Customer,N,Yes,,4221.0,QLD,Australia,10.0
16313,16474,1044,2017-09-09,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Frederico Whilder,U,4.0,,Food Chemist,Health,High Net Worth,N,No,,4570.0,QLD,Australia,1.0
16331,16492,2854,2017-06-27,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707.0,Vikky Dyde,U,49.0,,Project Manager,IT,High Net Worth,N,Yes,,2323.0,NSW,Australia,4.0
16389,16551,144,2017-12-24,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Jory Barrabeale,U,71.0,,Environmental Tech,IT,Mass Customer,N,No,,2315.0,NSW,Australia,3.0
16418,16580,1583,2017-09-09,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367.0,Krysta O' Reagan,U,18.0,,Geologist IV,IT,Mass Customer,N,Yes,,2100.0,NSW,Australia,11.0
16447,16609,454,2017-11-09,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Eugenie Domenc,U,58.0,,Research Nurse,Health,Affluent Customer,N,Yes,,4221.0,QLD,Australia,10.0
16481,16643,3223,2017-09-29,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,33259.0,Tiffi Wortt,U,44.0,,Database Administrator III,IT,Mass Customer,N,Yes,,2021.0,NSW,Australia,9.0
16506,16669,548,2017-03-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,37874.0,Georgie Cudbertson,U,84.0,,,IT,High Net Worth,N,Yes,,4127.0,QLD,Australia,7.0
16523,16687,1773,2017-06-27,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,Nickolas Guittet,U,82.0,,,IT,Mass Customer,N,Yes,,2114.0,NSW,Australia,8.0
16545,16709,2963,2017-01-07,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35560.0,Christin Fricke,U,17.0,,Safety Technician II,IT,Affluent Customer,N,Yes,,2114.0,NSW,Australia,10.0
16655,16820,996,2017-01-18,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,38193.0,Aura Bemlott,U,67.0,,Assistant Manager,IT,Mass Customer,N,Yes,,2194.0,NSW,Australia,10.0
16664,16829,582,2017-08-03,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,Rhoda McKeown,U,21.0,,Staff Scientist,IT,Affluent Customer,N,No,,2283.0,NSW,Australia,4.0
16706,16871,2165,2017-02-13,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Marlie Teesdale,U,16.0,,Civil Engineer,Manufacturing,Affluent Customer,N,No,,3030.0,VIC,Australia,6.0
16721,16886,883,2017-02-20,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,35707.0,Lolita Bennie,U,73.0,,Recruiter,IT,Mass Customer,N,Yes,,2537.0,NSW,Australia,3.0
16800,16967,1477,2017-12-11,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41922.0,Leo Balharry,U,42.0,,Actuary,Financial Services,Mass Customer,N,Yes,,2440.0,NSW,Australia,3.0
16817,16984,1740,2017-10-05,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,35052.0,Faythe Janaszewski,U,83.0,,Research Associate,IT,Mass Customer,N,Yes,,3796.0,VIC,Australia,8.0
16850,17017,1918,2017-09-11,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Devin Sandeson,U,83.0,,Staff Accountant II,IT,Affluent Customer,N,No,,2261.0,NSW,Australia,8.0
16890,17057,983,2017-09-17,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,Shaylyn Riggs,U,49.0,,,IT,Affluent Customer,N,No,,2027.0,NSW,Australia,11.0
16895,17062,1740,2017-10-22,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009.0,Faythe Janaszewski,U,83.0,,Research Associate,IT,Mass Customer,N,Yes,,3796.0,VIC,Australia,8.0
17024,17192,996,2017-03-09,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,33879.0,Aura Bemlott,U,67.0,,Assistant Manager,IT,Mass Customer,N,Yes,,2194.0,NSW,Australia,10.0
17058,17226,451,2017-10-25,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,Marlow Flowerdew,U,37.0,,Quality Control Specialist,IT,High Net Worth,N,No,,3192.0,VIC,Australia,10.0
17134,17304,3322,2017-08-11,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,35707.0,Hew Sworder,U,24.0,,Financial Analyst,Financial Services,Affluent Customer,N,Yes,,2094.0,NSW,Australia,10.0
17146,17316,950,2017-01-29,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38482.0,Bret Ivakhnov,U,24.0,,Recruiter,IT,High Net Worth,N,Yes,,4218.0,QLD,Australia,5.0
17235,17406,975,2017-05-23,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,Goldarina Rzehorz,U,26.0,,Automation Specialist IV,IT,Mass Customer,N,No,,2760.0,NSW,Australia,8.0
17308,17480,680,2017-12-16,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,36334.0,Gay Pickersgill,U,22.0,,,IT,High Net Worth,N,Yes,,2209.0,NSW,Australia,7.0
17332,17504,3151,2017-07-09,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,40779.0,Thorn Choffin,U,20.0,,Senior Developer,IT,Affluent Customer,N,Yes,,4055.0,QLD,Australia,8.0
17376,17549,2335,2017-09-14,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,Payton Sheach,U,42.0,,Account Executive,IT,Mass Customer,N,No,,2076.0,NSW,Australia,9.0
17403,17576,2335,2017-03-15,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Payton Sheach,U,42.0,,Account Executive,IT,Mass Customer,N,No,,2076.0,NSW,Australia,9.0
17495,17668,2469,2017-06-19,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,33549.0,Kermie Hedger,U,18.0,,Accounting Assistant II,IT,Mass Customer,N,Yes,,2036.0,NSW,Australia,11.0
17546,17719,975,2017-08-28,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,Goldarina Rzehorz,U,26.0,,Automation Specialist IV,IT,Mass Customer,N,No,,2760.0,NSW,Australia,8.0
17634,17808,34,2017-04-10,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,Jephthah Bachmann,U,59.0,1843-12-21,Legal Assistant,IT,Affluent Customer,N,No,20.0,4005.0,QLD,Australia,8.0
17671,17845,3473,2017-05-19,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38647.0,Sanderson Alloway,U,34.0,,Analog Circuit Design manager,IT,Mass Customer,N,No,,3803.0,VIC,Australia,7.0
17712,17886,3288,2017-03-05,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Fair Dewen,U,47.0,,Engineer III,IT,High Net Worth,N,No,,2770.0,NSW,Australia,9.0
17861,18038,3255,2017-07-09,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Sutherlan Truin,U,47.0,,Engineer IV,IT,High Net Worth,N,No,,3128.0,VIC,Australia,10.0
17867,18044,1990,2017-07-17,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,Mira Askham,U,9.0,,Senior Financial Analyst,Financial Services,High Net Worth,N,No,,2567.0,NSW,Australia,8.0
17881,18059,1044,2017-08-02,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,Frederico Whilder,U,4.0,,Food Chemist,Health,High Net Worth,N,No,,4570.0,QLD,Australia,1.0
17893,18071,1806,2017-06-12,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,Gil De Gregorio,U,95.0,,Software Test Engineer IV,IT,Mass Customer,N,No,,4701.0,QLD,Australia,1.0
17956,18134,975,2017-06-22,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,Goldarina Rzehorz,U,26.0,,Automation Specialist IV,IT,Mass Customer,N,No,,2760.0,NSW,Australia,8.0
17982,18160,1773,2017-04-05,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41047.0,Nickolas Guittet,U,82.0,,,IT,Mass Customer,N,Yes,,2114.0,NSW,Australia,8.0
18014,18192,513,2017-01-04,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,Kienan Soar,U,30.0,,Tax Accountant,IT,Mass Customer,N,No,,3126.0,VIC,Australia,12.0
18055,18233,2647,2017-01-10,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Marcelia Blannin,U,1.0,,Physical Therapy Assistant,IT,High Net Worth,N,No,,2770.0,NSW,Australia,7.0
18073,18252,3012,2017-11-25,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873.0,Devland Probart,U,81.0,,Technical Writer,IT,Mass Customer,N,Yes,,3250.0,VIC,Australia,2.0
18083,18262,1038,2017-07-15,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,37873.0,Fraser Acome,U,57.0,,Engineer I,Manufacturing,Mass Customer,N,Yes,,3809.0,VIC,Australia,6.0
18097,18276,2469,2017-09-09,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,39298.0,Kermie Hedger,U,18.0,,Accounting Assistant II,IT,Mass Customer,N,Yes,,2036.0,NSW,Australia,11.0
18116,18297,2999,2017-08-08,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,Rinaldo Diggin,U,28.0,,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,,3023.0,VIC,Australia,8.0
18123,18304,453,2017-06-23,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,Cornelius Yarmouth,U,81.0,,Assistant Professor,IT,High Net Worth,N,No,,2170.0,NSW,Australia,10.0
18127,18308,267,2017-06-17,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,Edgar Buckler,U,53.0,,,IT,High Net Worth,N,No,,2768.0,NSW,Australia,10.0
18189,18371,548,2017-01-10,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,40487.0,Georgie Cudbertson,U,84.0,,,IT,High Net Worth,N,Yes,,4127.0,QLD,Australia,7.0
18193,18375,526,2017-04-27,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,41064.0,Ardelle ,U,9.0,,Social Worker,Health,Mass Customer,N,Yes,,2068.0,NSW,Australia,12.0
18393,18578,3255,2017-12-22,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,Sutherlan Truin,U,47.0,,Engineer IV,IT,High Net Worth,N,No,,3128.0,VIC,Australia,10.0
18436,18621,2069,2017-04-11,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,42696.0,Sol Holdron,U,32.0,,Software Test Engineer IV,IT,Mass Customer,N,Yes,,4509.0,QLD,Australia,7.0
18448,18633,983,2017-12-29,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,Shaylyn Riggs,U,49.0,,,IT,Affluent Customer,N,No,,2027.0,NSW,Australia,11.0
18451,18636,290,2017-12-19,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,Giorgio Kevane,U,42.0,,Senior Sales Associate,IT,Mass Customer,N,No,,2766.0,NSW,Australia,9.0
18476,18661,3151,2017-02-03,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Thorn Choffin,U,20.0,,Senior Developer,IT,Affluent Customer,N,Yes,,4055.0,QLD,Australia,8.0
18563,18748,526,2017-07-08,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38750.0,Ardelle ,U,9.0,,Social Worker,Health,Mass Customer,N,Yes,,2068.0,NSW,Australia,12.0
18575,18760,1740,2017-06-17,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42696.0,Faythe Janaszewski,U,83.0,,Research Associate,IT,Mass Customer,N,Yes,,3796.0,VIC,Australia,8.0
18594,18780,57,2017-10-29,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,38693.0,Abba Masedon,M,87.0,1988-06-13,Chief Design Engineer,,Mass Customer,N,Yes,13.0,4280.0,QLD,Australia,6.0
18661,18848,2165,2017-04-30,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,Marlie Teesdale,U,16.0,,Civil Engineer,Manufacturing,Affluent Customer,N,No,,3030.0,VIC,Australia,6.0
18698,18885,1806,2017-06-22,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Gil De Gregorio,U,95.0,,Software Test Engineer IV,IT,Mass Customer,N,No,,4701.0,QLD,Australia,1.0
18702,18889,3298,2017-12-26,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,41922.0,Christine Baignard,U,1.0,,VP Quality Control,IT,Affluent Customer,N,Yes,,3064.0,VIC,Australia,7.0
18716,18903,1683,2017-08-24,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,39031.0,Brenn Bacon,U,72.0,,Budget/Accounting Analyst I,IT,Mass Customer,N,Yes,,2028.0,NSW,Australia,12.0
18756,18943,799,2017-01-14,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37823.0,Harland Spilisy,U,39.0,,Programmer I,IT,Mass Customer,N,Yes,,2756.0,NSW,Australia,8.0
18779,18966,1683,2017-07-07,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,34143.0,Brenn Bacon,U,72.0,,Budget/Accounting Analyst I,IT,Mass Customer,N,Yes,,2028.0,NSW,Australia,12.0
18783,18970,1,2017-03-29,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,35378.0,Laraine Medendorp,F,93.0,1953-10-12,Executive Secretary,Health,Mass Customer,N,Yes,11.0,2016.0,NSW,Australia,10.0
18880,19069,892,2017-05-24,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42710.0,Conroy Healy,U,22.0,,Office Assistant II,IT,Mass Customer,N,Yes,,3765.0,VIC,Australia,8.0
18983,19173,799,2017-01-16,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,35378.0,Harland Spilisy,U,39.0,,Programmer I,IT,Mass Customer,N,Yes,,2756.0,NSW,Australia,8.0
19003,19194,839,2017-04-25,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,34079.0,Charis Greaves,U,14.0,,Structural Analysis Engineer,IT,Mass Customer,N,Yes,,2880.0,NSW,Australia,1.0
19036,19229,3365,2017-07-17,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,Karlens Chaffyn,U,29.0,,Engineer III,IT,Mass Customer,N,No,,2766.0,NSW,Australia,9.0
19043,19236,1477,2017-08-11,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41533.0,Leo Balharry,U,42.0,,Actuary,Financial Services,Mass Customer,N,Yes,,2440.0,NSW,Australia,3.0
19069,19262,2540,2017-08-23,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Donavon ,U,14.0,,Executive Secretary,IT,Mass Customer,N,Yes,,2560.0,NSW,Australia,7.0
19072,19265,3288,2017-11-28,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,Fair Dewen,U,47.0,,Engineer III,IT,High Net Worth,N,No,,2770.0,NSW,Australia,9.0
19098,19291,34,2017-09-19,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,Jephthah Bachmann,U,59.0,1843-12-21,Legal Assistant,IT,Affluent Customer,N,No,20.0,4005.0,QLD,Australia,8.0
19127,19320,1174,2017-07-07,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,Shellysheldon Gooderridge,U,9.0,,Executive Secretary,IT,Mass Customer,N,No,,2529.0,NSW,Australia,7.0
19175,19369,3223,2017-12-16,,Approved,Giant Bicycles,Road,low,small,590.26,525.33,38647.0,Tiffi Wortt,U,44.0,,Database Administrator III,IT,Mass Customer,N,Yes,,2021.0,NSW,Australia,9.0
19248,19443,2696,2017-05-10,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Isabelle Bursnoll,U,42.0,,Social Worker,Health,Mass Customer,N,Yes,,4031.0,QLD,Australia,8.0
19286,19481,799,2017-09-16,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,37874.0,Harland Spilisy,U,39.0,,Programmer I,IT,Mass Customer,N,Yes,,2756.0,NSW,Australia,8.0
19289,19484,2021,2017-08-27,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34115.0,Ulrica Abelwhite,U,31.0,,Software Test Engineer I,IT,High Net Worth,N,Yes,,2176.0,NSW,Australia,10.0
19309,19504,3312,2017-12-24,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,Franky Nanninini,U,49.0,,Administrative Officer,IT,High Net Worth,N,No,,4505.0,QLD,Australia,2.0
19319,19514,582,2017-04-15,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,Rhoda McKeown,U,21.0,,Staff Scientist,IT,Affluent Customer,N,No,,2283.0,NSW,Australia,4.0
19334,19529,1044,2017-07-09,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,Frederico Whilder,U,4.0,,Food Chemist,Health,High Net Worth,N,No,,4570.0,QLD,Australia,1.0
19371,19566,1740,2017-04-22,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,39427.0,Faythe Janaszewski,U,83.0,,Research Associate,IT,Mass Customer,N,Yes,,3796.0,VIC,Australia,8.0
19389,19584,290,2017-05-30,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,Giorgio Kevane,U,42.0,,Senior Sales Associate,IT,Mass Customer,N,No,,2766.0,NSW,Australia,9.0
19472,19667,975,2017-12-20,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,Goldarina Rzehorz,U,26.0,,Automation Specialist IV,IT,Mass Customer,N,No,,2760.0,NSW,Australia,8.0
19483,19678,1210,2017-07-01,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,Shandie Sprigg,U,81.0,,Programmer II,IT,Mass Customer,N,No,,2230.0,NSW,Australia,9.0
19636,19832,1210,2017-01-11,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,Shandie Sprigg,U,81.0,,Programmer II,IT,Mass Customer,N,No,,2230.0,NSW,Australia,9.0
19653,19849,883,2017-08-10,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,37874.0,Lolita Bennie,U,73.0,,Recruiter,IT,Mass Customer,N,Yes,,2537.0,NSW,Australia,3.0
